,regression,classification
0,-0.0005698005852168286,0
1,0.006505513996923895,1
2,0.01813176059987498,1
3,0.013206354813610321,1
4,-0.015397095311989517,0
5,0.01402234233737154,1
6,-0.0038271095789239595,0
7,0.0015905062385170865,1
8,-0.05531299191539363,0
9,-0.008591938296882873,0
